Accession	Organism	Kingdom	Length	Transmembrane	Type	Fold
P43124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	False	-	2
P0DP88	Danio rerio	Metazoa	75	True	-	3
Q5VRD7	Oryza sativa subsp. japonica	Viridiplantae	53	True	-	4
Q9URV9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	False	-	0
Q52LJ0	Homo sapiens	Metazoa	433	False	-	1
Q86MA2	Trypanosoma brucei brucei	Other	743	False	-	2
Q8GTS1	Arabidopsis thaliana	Viridiplantae	227	False	-	3
P04553	Homo sapiens	Metazoa	51	False	-	4
D3ZKT0	Rattus norvegicus	Metazoa	337	False	-	0
Q9FFD8	Arabidopsis thaliana	Viridiplantae	104	False	-	1
P36121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282	False	-	2
Q9P7H8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1679	False	-	3
Q08421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412	False	-	4
Q18237	Caenorhabditis elegans	Metazoa	1076	False	-	0
Q6PJP8	Homo sapiens	Metazoa	1040	False	-	1
Q8LGJ5	Arabidopsis thaliana	Viridiplantae	276	False	-	2
P53218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158	False	-	3
Q63HR2	Homo sapiens	Metazoa	1409	False	-	4
P40481	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377	False	-	0
Q9UGR2	Homo sapiens	Metazoa	977	False	-	1
P36130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643	False	-	2
Q9Z158	Rattus norvegicus	Metazoa	301	False	-	3
Q13685	Homo sapiens	Metazoa	434	False	-	4
Q96524	Arabidopsis thaliana	Viridiplantae	612	False	-	0
Q9SE43	Arabidopsis thaliana	Viridiplantae	842	False	-	1
Q04311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	False	-	2
Q9M9L6	Arabidopsis thaliana	Viridiplantae	211	False	-	3
P10852	Mus musculus	Metazoa	526	True	-	4
P36531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False	-	0
O81836	Arabidopsis thaliana	Viridiplantae	314	False	-	1
O74478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587	False	-	2
O23661	Arabidopsis thaliana	Viridiplantae	608	False	-	3
Q8H1U5	Arabidopsis thaliana	Viridiplantae	865	False	-	4
A2ARP9	Mus musculus	Metazoa	588	False	-	0
Q9STY0	Arabidopsis thaliana	Viridiplantae	227	True	-	1
Q86TG1	Homo sapiens	Metazoa	271	True	-	2
Q9V3V7	Drosophila melanogaster	Metazoa	222	False	-	3
Q92349	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1318	False	-	4
Q9DBD5	Mus musculus	Metazoa	1123	False	-	0
Q26635	Sarcophaga peregrina	Metazoa	354	False	-	1
Q8GTR4	Arabidopsis thaliana	Viridiplantae	965	False	-	2
P15325	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	533	True	-	3
Q03305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412	False	-	4
F4K6X0	Arabidopsis thaliana	Viridiplantae	121	False	-	0
O95571	Homo sapiens	Metazoa	254	False	-	1
P48732	Arabidopsis thaliana	Viridiplantae	543	False	-	2
P54730	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416	False	-	3
P29547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False	-	4
A0A0A6YY25	Mus musculus	Metazoa	723	False	-	0
Q9UMW8	Homo sapiens	Metazoa	372	False	-	1
Q8R4N0	Mus musculus	Metazoa	338	False	-	2
P19973	Mus musculus	Metazoa	330	False	-	3
Q8LPS2	Arabidopsis thaliana	Viridiplantae	670	False	-	4
O43482	Homo sapiens	Metazoa	229	False	-	0
Q10PI9	Oryza sativa subsp. japonica	Viridiplantae	459	False	-	1
O13999	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187	True	-	2
P00430	Bos taurus	Metazoa	63	True	-	3
O09171	Rattus norvegicus	Metazoa	407	False	-	4
Q9SKT0	Arabidopsis thaliana	Viridiplantae	300	False	-	0
Q02764	Nicotiana tabacum	Viridiplantae	187	False	-	1
Q9SWW6	Arabidopsis thaliana	Viridiplantae	1026	False	-	2
Q9WVE0	Mus musculus	Metazoa	198	False	-	3
Q8CI15	Mus musculus	Metazoa	382	False	-	4
Q63342	Rattus norvegicus	Metazoa	857	False	-	0
P97480	Mus musculus	Metazoa	510	False	-	1
Q9H9D4	Homo sapiens	Metazoa	720	False	-	2
P42847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217	False	-	3
P56564	Mus musculus	Metazoa	543	True	-	4
Q9WVC7	Rattus norvegicus	Metazoa	2314	False	-	0
P91399	Caenorhabditis elegans	Metazoa	926	False	-	1
Q9H063	Homo sapiens	Metazoa	256	False	-	2
Q96GR2	Homo sapiens	Metazoa	724	False	-	3
Q5AL36	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	269	False	-	4
P40061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1430	False	-	0
P23225	Zea mays	Viridiplantae	1616	False	-	1
F4J7T2	Arabidopsis thaliana	Viridiplantae	1907	False	-	2
Q03824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705	False	-	3
Q9Y802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1000	False	-	4
P24499	Trypanosoma brucei brucei	Other	229	True	-	0
Q8GYH7	Arabidopsis thaliana	Viridiplantae	249	False	-	1
O94864	Homo sapiens	Metazoa	414	False	-	2
Q4VC33	Mus musculus	Metazoa	396	False	-	3
Q7YUD6	Plasmodium falciparum	Other	669	True	-	4
O35710	Mus musculus	Metazoa	429	False	-	0
Q9H3K2	Homo sapiens	Metazoa	345	True	-	1
Q10274	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390	False	-	2
P40508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	True	-	3
Q9H0C3	Homo sapiens	Metazoa	514	True	-	4
Q02890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	-	0
Q9H444	Homo sapiens	Metazoa	224	False	-	1
Q06188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	False	-	2
Q10665	Caenorhabditis elegans	Metazoa	754	False	-	3
P78345	Homo sapiens	Metazoa	283	False	-	4
Q9V6L9	Drosophila melanogaster	Metazoa	255	False	-	0
Q6K431	Oryza sativa subsp. japonica	Viridiplantae	1022	False	-	1
Q02099	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2386	False	-	2
D0EL35	Arabidopsis thaliana	Viridiplantae	1272	False	-	3
P53333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	577	False	-	4
Q10341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	504	False	-	0
P40161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455	False	-	1
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139	False	-	2
Q9VSB9	Drosophila melanogaster	Metazoa	376	True	-	3
P16048	Pisum sativum	Viridiplantae	165	False	-	4
Q6DBR6	Danio rerio	Metazoa	334	False	-	0
Q9HBL8	Homo sapiens	Metazoa	299	False	-	1
Q8VZE7	Arabidopsis thaliana	Viridiplantae	671	False	-	2
O13911	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False	-	3
Q9M086	Arabidopsis thaliana	Viridiplantae	1883	False	-	4
O60174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	582	False	-	0
P53297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	722	False	-	1
Q9BSW2	Homo sapiens	Metazoa	731	False	-	2
O13983	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063	False	-	3
G2HK15	Caenorhabditis elegans	Metazoa	367	False	-	4
Q14451	Homo sapiens	Metazoa	532	False	-	0
P12904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	False	-	1
O82504	Arabidopsis thaliana	Viridiplantae	1133	False	-	2
P40917	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	-	3
A0A2H1A5W4	Candida auris	Fungi	679	False	-	4
Q6PID8	Homo sapiens	Metazoa	442	False	-	0
Q9ET80	Mus musculus	Metazoa	660	False	-	1
O94653	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1121	False	-	2
Q06682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500	False	-	3
Q3ZC04	Bos taurus	Metazoa	102	False	-	4
P24309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405	False	-	0
Q80ZG6	Rattus norvegicus	Metazoa	193	False	-	1
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310	False	-	2
F4JGZ1	Arabidopsis thaliana	Viridiplantae	1278	False	-	3
Q96MF7	Homo sapiens	Metazoa	247	False	-	4
Q9NQC7	Homo sapiens	Metazoa	956	False	-	0
Q8L7E9	Arabidopsis thaliana	Viridiplantae	421	False	-	1
Q12038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1033	False	-	2
F4JS25	Arabidopsis thaliana	Viridiplantae	1052	False	-	3
Q8IZV2	Homo sapiens	Metazoa	173	True	-	4
Q9Z0D9	Mus musculus	Metazoa	354	True	-	0
Q99ML9	Mus musculus	Metazoa	989	False	-	1
Q8CD15	Mus musculus	Metazoa	465	False	-	2
P28004	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	379	False	-	3
Q99P21	Mus musculus	Metazoa	515	False	-	4
Q6ZNL6	Homo sapiens	Metazoa	1462	False	-	0
Q7Z7A4	Homo sapiens	Metazoa	578	False	-	1
O17670	Caenorhabditis elegans	Metazoa	503	False	-	2
Q8WZK0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695	False	-	3
P32899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	False	-	4
P42774	Arabidopsis thaliana	Viridiplantae	315	False	-	0
Q9P7S7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	False	-	1
Q8SXD4	Drosophila melanogaster	Metazoa	1122	False	-	2
Q9GZZ1	Homo sapiens	Metazoa	169	False	-	3
Q22663	Caenorhabditis elegans	Metazoa	183	False	-	4
Q505D1	Mus musculus	Metazoa	1053	False	-	0
Q03370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	False	-	1
Q8CGU4	Rattus norvegicus	Metazoa	1186	False	-	2
Q6DFQ7	Xenopus tropicalis	Metazoa	342	True	-	3
Q9NZD1	Homo sapiens	Metazoa	345	True	-	4
Q921W0	Mus musculus	Metazoa	196	False	-	0
Q62674	Rattus norvegicus	Metazoa	648	True	-	1
Q12117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	True	-	2
O23247	Arabidopsis thaliana	Viridiplantae	642	False	-	3
Q9Y252	Homo sapiens	Metazoa	685	False	-	4
Q9R1T5	Rattus norvegicus	Metazoa	312	False	-	0
Q14D04	Homo sapiens	Metazoa	833	False	-	1
Q9NRN7	Homo sapiens	Metazoa	309	False	-	2
O13898	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	893	True	-	3
Q9NUM3	Homo sapiens	Metazoa	307	True	-	4
P80304	Sepia officinalis	Metazoa	51	False	-	0
Q8N2Y8	Homo sapiens	Metazoa	1516	False	-	1
Q05175	Rattus norvegicus	Metazoa	220	False	-	2
P38851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1228	False	-	3
P53155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381	False	-	4
Q8BWM0	Mus musculus	Metazoa	384	True	-	0
Q9VAW5	Drosophila melanogaster	Metazoa	1673	False	-	1
Q9NRY6	Homo sapiens	Metazoa	295	False	-	2
O08573	Mus musculus	Metazoa	353	False	-	3
P01872	Mus musculus	Metazoa	454	False	-	4
P32898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	989	False	-	0
P47057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423	False	-	1
F4JYE9	Arabidopsis thaliana	Viridiplantae	530	False	-	2
Q9W539	Drosophila melanogaster	Metazoa	1518	False	-	3
Q7S2C2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	119	False	-	4
Q9LIQ9	Arabidopsis thaliana	Viridiplantae	714	False	-	0
Q9H633	Homo sapiens	Metazoa	154	False	-	1
Q8TBZ3	Homo sapiens	Metazoa	569	False	-	2
P36068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246	False	-	3
P0C2B9	Rattus norvegicus	Metazoa	141	False	-	4
Q8WV22	Homo sapiens	Metazoa	266	False	-	0
P38850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1070	False	-	1
Q00381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	147	False	-	2
Q96MT3	Homo sapiens	Metazoa	831	False	-	3
Q53GS7	Homo sapiens	Metazoa	698	False	-	4
P13638	Rattus norvegicus	Metazoa	290	True	-	0
P53941	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290	False	-	1
Q09142	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	535	False	-	2
Q80ZD3	Mus musculus	Metazoa	593	True	-	3
Q7RTY1	Homo sapiens	Metazoa	509	True	-	4
Q96RK1	Homo sapiens	Metazoa	184	False	-	0
Q9SAA2	Arabidopsis thaliana	Viridiplantae	271	False	-	1
C0HM98	Homo sapiens	Metazoa	186	False	-	2
Q6DYE8	Mus musculus	Metazoa	874	True	-	3
P82926	Bos taurus	Metazoa	106	False	-	4
Q9SID1	Arabidopsis thaliana	Viridiplantae	238	False	-	0
Q2M1K9	Homo sapiens	Metazoa	1284	False	-	1
P15720	Gallus gallus	Metazoa	174	False	-	2
Q9EQJ4	Rattus norvegicus	Metazoa	579	False	-	3
P61604	Homo sapiens	Metazoa	102	False	-	4
Q9ES56	Mus musculus	Metazoa	219	False	-	0
Q03433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False	-	1
O49290	Arabidopsis thaliana	Viridiplantae	339	False	-	2
Q84LB6	Solanum lycopersicum	Viridiplantae	417	False	-	3
Q6IEG0	Homo sapiens	Metazoa	339	False	-	4
P37090	Rattus norvegicus	Metazoa	638	True	-	0
Q6P7B7	Rattus norvegicus	Metazoa	404	True	-	1
Q9Y6P5	Homo sapiens	Metazoa	492	False	-	2
Q19131	Caenorhabditis elegans	Metazoa	813	False	-	3
Q9LTY1	Arabidopsis thaliana	Viridiplantae	726	False	-	4
Q9NQV6	Homo sapiens	Metazoa	1147	False	-	0
P38877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False	-	1
Q9C115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False	-	2
O74986	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	294	False	-	3
P06367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	False	-	4
Q8TAC2	Homo sapiens	Metazoa	188	False	-	0
Q10198	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624	False	-	1
Q19614	Caenorhabditis elegans	Metazoa	433	False	-	2
Q96JB3	Homo sapiens	Metazoa	615	False	-	3
Q23529	Caenorhabditis elegans	Metazoa	777	False	-	4
Q9BSN7	Homo sapiens	Metazoa	226	True	-	0
Q3KRE0	Rattus norvegicus	Metazoa	591	False	-	1
Q9D030	Mus musculus	Metazoa	160	False	-	2
Q6T938	Danio rerio	Metazoa	355	False	-	3
P41252	Homo sapiens	Metazoa	1262	False	-	4
P53307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113	False	-	0
F4J264	Arabidopsis thaliana	Viridiplantae	406	False	-	1
P38237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	781	False	-	2
P38687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	599	False	-	3
O94478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	False	-	4
Q14CB8	Homo sapiens	Metazoa	494	False	-	0
Q8IYW5	Homo sapiens	Metazoa	571	False	-	1
Q14249	Homo sapiens	Metazoa	297	False	-	2
Q42418	Arabidopsis thaliana	Viridiplantae	131	False	-	3
P42844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False	-	4
P53397	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376	False	-	0
P32585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	False	-	1
Q8N9M5	Homo sapiens	Metazoa	508	False	-	2
Q24562	Drosophila melanogaster	Metazoa	416	False	-	3
P28625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False	-	4
Q8C551	Mus musculus	Metazoa	337	False	-	0
Q9Z0J4	Mus musculus	Metazoa	1429	False	-	1
Q9LX31	Arabidopsis thaliana	Viridiplantae	265	False	-	2
P19476	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	233	False	-	3
Q96I76	Homo sapiens	Metazoa	525	False	-	4
O74311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False	-	0
O74405	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	False	-	1
Q93W77	Arabidopsis thaliana	Viridiplantae	231	False	-	2
Q9C4Z7	Arabidopsis thaliana	Viridiplantae	229	False	-	3
Q17TI5	Arabidopsis thaliana	Viridiplantae	344	False	-	4
Q9UPV0	Homo sapiens	Metazoa	1460	False	-	0
Q39055	Arabidopsis thaliana	Viridiplantae	390	False	-	1
Q9H5V7	Homo sapiens	Metazoa	419	False	-	2
Q9LPV5	Arabidopsis thaliana	Viridiplantae	502	True	-	3
Q12315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	False	-	4
P23610	Homo sapiens	Metazoa	371	False	-	0
P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721	False	-	1
Q9S745	Arabidopsis thaliana	Viridiplantae	541	False	-	2
P12683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1054	True	-	3
O74778	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284	False	-	4
P55212	Homo sapiens	Metazoa	293	False	-	0
Q96RQ3	Homo sapiens	Metazoa	725	False	-	1
Q8VC04	Mus musculus	Metazoa	261	False	-	2
Q8VZD4	Arabidopsis thaliana	Viridiplantae	709	False	-	3
Q8H1D3	Arabidopsis thaliana	Viridiplantae	571	False	-	4
Q12416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	-	0
Q9CX80	Mus musculus	Metazoa	190	False	-	1
P33399	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275	False	-	2
P98078	Mus musculus	Metazoa	766	False	-	3
Q9VR17	Drosophila melanogaster	Metazoa	363	False	-	4
Q9JIH2	Mus musculus	Metazoa	466	False	-	0
Q9R085	Rattus norvegicus	Metazoa	952	False	-	1
Q8BHK1	Mus musculus	Metazoa	323	True	-	2
P80667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	386	False	-	3
O80669	Arabidopsis thaliana	Viridiplantae	141	False	-	4
P78317	Homo sapiens	Metazoa	190	False	-	0
P52655	Homo sapiens	Metazoa	376	False	-	1
P40850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	830	False	-	2
Q96CA5	Homo sapiens	Metazoa	298	False	-	3
P14291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	827	False	-	4
Q04341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121	False	-	0
Q9C5J9	Arabidopsis thaliana	Viridiplantae	342	False	-	1
Q8WXB4	Homo sapiens	Metazoa	792	False	-	2
Q6XR72	Homo sapiens	Metazoa	485	True	-	3
P36131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	-	4
Q6GYP7	Mus musculus	Metazoa	2035	False	-	0
P33448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	61	True	-	1
Q9SD80	Arabidopsis thaliana	Viridiplantae	54	True	-	2
Q8TEB9	Homo sapiens	Metazoa	315	True	-	3
P53255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507	False	-	4
Q09094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180	False	-	0
Q10423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	258	False	-	1
Q9BY77	Homo sapiens	Metazoa	421	False	-	2
Q9XVI2	Caenorhabditis elegans	Metazoa	811	False	-	3
Q96EL1	Homo sapiens	Metazoa	287	False	-	4
Q949M9	Arabidopsis thaliana	Viridiplantae	353	False	-	0
Q9HAJ7	Homo sapiens	Metazoa	183	False	-	1
P10355	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254	False	-	2
O13852	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False	-	3
P34708	Caenorhabditis elegans	Metazoa	1110	False	-	4
P97852	Rattus norvegicus	Metazoa	735	False	-	0
P52927	Mus musculus	Metazoa	108	False	-	1
Q96Q11	Homo sapiens	Metazoa	434	False	-	2
Q24459	Drosophila melanogaster	Metazoa	1043	False	-	3
Q8L557	Arabidopsis thaliana	Viridiplantae	202	False	-	4
Q8W4I6	Arabidopsis thaliana	Viridiplantae	660	False	-	0
Q9D495	Mus musculus	Metazoa	329	False	-	1
Q8CCG4	Mus musculus	Metazoa	296	False	-	2
Q9HCJ1	Homo sapiens	Metazoa	492	True	-	3
P48268	Chlamydomonas reinhardtii	Viridiplantae	82	True	-	4
Q68FY1	Rattus norvegicus	Metazoa	325	False	-	0
Q6P4Q7	Homo sapiens	Metazoa	775	False	-	1
W5U2K2	Catharanthus roseus	Viridiplantae	289	False	-	2
Q9LJ97	Arabidopsis thaliana	Viridiplantae	262	False	-	3
Q9NZH6	Homo sapiens	Metazoa	218	False	-	4
P30044	Homo sapiens	Metazoa	214	False	-	0
Q9M3I4	Spinacia oleracea	Viridiplantae	90	False	-	1
P22289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	66	True	-	2
O44476	Caenorhabditis elegans	Metazoa	833	False	-	3
P01100	Homo sapiens	Metazoa	380	False	-	4
O35047	Mus musculus	Metazoa	217	False	-	0
Q9H3N8	Homo sapiens	Metazoa	390	True	-	1
Q96330	Arabidopsis thaliana	Viridiplantae	336	False	-	2
Q8TE02	Homo sapiens	Metazoa	300	False	-	3
Q681Z2	Arabidopsis thaliana	Viridiplantae	203	False	-	4
Q9JHI9	Mus musculus	Metazoa	570	True	-	0
Q9HGP5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	268	False	-	1
P18887	Homo sapiens	Metazoa	633	False	-	2
Q9BY12	Homo sapiens	Metazoa	1400	False	-	3
Q9LSQ5	Arabidopsis thaliana	Viridiplantae	204	False	-	4
P91929	Drosophila melanogaster	Metazoa	407	False	-	0
Q9VFK6	Drosophila melanogaster	Metazoa	691	False	-	1
Q9BYI3	Homo sapiens	Metazoa	521	False	-	2
Q7TQK0	Mus musculus	Metazoa	723	False	-	3
Q54HS3	Dictyostelium discoideum	Other	1486	False	-	4
Q9Y6G1	Homo sapiens	Metazoa	99	True	-	0
Q08753	Chlamydomonas moewusii	Viridiplantae	164	False	-	1
P46995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	False	-	2
O60094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	959	False	-	3
Q9HGK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216	False	-	4
P82130	Spinacia oleracea	Viridiplantae	183	False	-	0
O88708	Mus musculus	Metazoa	433	False	-	1
B1B534	Oryza sativa subsp. japonica	Viridiplantae	475	False	-	2
P40237	Mus musculus	Metazoa	266	True	-	3
Q9S758	Arabidopsis thaliana	Viridiplantae	181	False	-	4
B9U3F2	Gallus gallus	Metazoa	1338	True	-	0
O95218	Homo sapiens	Metazoa	330	False	-	1
P43565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1770	False	-	2
Q8N3J3	Homo sapiens	Metazoa	647	False	-	3
Q9JI13	Mus musculus	Metazoa	469	False	-	4
Q9QYJ6	Rattus norvegicus	Metazoa	794	False	-	0
Q6YN16	Homo sapiens	Metazoa	418	False	-	1
Q6PRD7	Homo sapiens	Metazoa	247	False	-	2
Q9M3B8	Arabidopsis thaliana	Viridiplantae	597	False	-	3
P53208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328	False	-	4
Q9FMM3	Arabidopsis thaliana	Viridiplantae	1714	False	-	0
Q9H4B6	Homo sapiens	Metazoa	383	False	-	1
Q12166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	False	-	2
Q9BRT2	Homo sapiens	Metazoa	126	False	-	3
P41348	Spinacia oleracea	Viridiplantae	144	False	-	4
P0C5Y9	Homo sapiens	Metazoa	115	False	-	0
Q9UU79	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	260	False	-	1
Q8R515	Rattus norvegicus	Metazoa	873	False	-	2
Q9T0H9	Arabidopsis thaliana	Viridiplantae	359	False	-	3
Q5FW52	Mus musculus	Metazoa	967	False	-	4
E7FKV8	Oryzias latipes	Metazoa	2742	False	-	0
P21784	Mus musculus	Metazoa	527	False	-	1
Q8SWR3	Drosophila melanogaster	Metazoa	435	False	-	2
Q9FN52	Arabidopsis thaliana	Viridiplantae	503	False	-	3
P0CT60	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139	False	-	4
O60130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	827	False	-	0
Q9FYB5	Arabidopsis thaliana	Viridiplantae	161	False	-	1
P46060	Homo sapiens	Metazoa	587	False	-	2
P10176	Homo sapiens	Metazoa	69	True	-	3
Q6PH85	Homo sapiens	Metazoa	259	False	-	4
Q9S850	Arabidopsis thaliana	Viridiplantae	393	False	-	0
Q9BRG1	Homo sapiens	Metazoa	176	False	-	1
Q15464	Homo sapiens	Metazoa	509	False	-	2
P40847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False	-	3
Q80VQ0	Mus musculus	Metazoa	468	False	-	4
Q811I0	Mus musculus	Metazoa	324	False	-	0
Q9FNZ5	Arabidopsis thaliana	Viridiplantae	142	False	-	1
Q05979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453	False	-	2
Q7KRI2	Drosophila melanogaster	Metazoa	127	False	-	3
Q5XKP0	Homo sapiens	Metazoa	118	True	-	4
P49754	Homo sapiens	Metazoa	854	False	-	0
Q9Y253	Homo sapiens	Metazoa	713	False	-	1
P38281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	False	-	2
Q923S6	Mus musculus	Metazoa	574	False	-	3
Q8RWE8	Arabidopsis thaliana	Viridiplantae	442	False	-	4
Q9H334	Homo sapiens	Metazoa	677	False	-	0
P34164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False	-	1
