Accession	Organism	Kingdom	Length	Cleavage	Type	Fold	Transmembrane
P53972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490		-	4	False
Q38946	Arabidopsis thaliana	Viridiplantae	411		-	0	False
P54258	Rattus norvegicus	Metazoa	1183		-	1	False
O74958	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	488		-	2	False
P33308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149		-	3	False
Q86WA8	Homo sapiens	Metazoa	852		-	4	False
Q8RXA7	Arabidopsis thaliana	Viridiplantae	1187		-	0	False
Q04401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		-	1	False
G5EDP2	Caenorhabditis elegans	Metazoa	412		-	2	False
Q8CC88	Mus musculus	Metazoa	1905		-	3	False
Q9VCX1	Drosophila melanogaster	Metazoa	1541		-	4	False
Q80US8	Mus musculus	Metazoa	206		-	0	False
Q9NXR7	Homo sapiens	Metazoa	383		-	1	False
Q9NWB6	Homo sapiens	Metazoa	273		-	2	False
Q9SD11	Arabidopsis thaliana	Viridiplantae	103		-	3	False
Q8W1E3	Arabidopsis thaliana	Viridiplantae	298		-	4	False
Q12418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502		-	0	False
P22681	Homo sapiens	Metazoa	906		-	1	False
O94427	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424		-	2	False
Q09146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399		-	3	False
P25368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297		-	4	False
Q02223	Homo sapiens	Metazoa	184		-	0	True
Q96EH3	Homo sapiens	Metazoa	234		-	1	False
Q9V3H8	Drosophila melanogaster	Metazoa	133		-	2	False
E9QAU8	Mus musculus	Metazoa	347		-	3	False
Q8ND71	Homo sapiens	Metazoa	665		-	4	False
Q92552	Homo sapiens	Metazoa	414		-	0	False
A0A2K8FQU5	Catharanthus roseus	Viridiplantae	436		-	1	False
Q7XBS0	Oryza sativa subsp. japonica	Viridiplantae	721		-	2	True
Q9Z2Q2	Mus musculus	Metazoa	478		-	3	False
Q8WV28	Homo sapiens	Metazoa	456		-	4	False
Q9U1W1	Caenorhabditis elegans	Metazoa	486		-	0	False
A0A0D1DYJ6	Ustilago maydis (strain 521 / FGSC 9021)	Fungi	619		-	1	True
Q8GT74	Arabidopsis thaliana	Viridiplantae	241		-	2	True
Q9BQP7	Homo sapiens	Metazoa	344		-	3	False
Q96GZ6	Homo sapiens	Metazoa	507		-	4	True
Q06411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	708		-	0	False
Q8N5N7	Homo sapiens	Metazoa	158		-	1	False
Q6NV75	Homo sapiens	Metazoa	609		-	2	True
Q08966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		-	3	False
P46669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		-	4	False
G4SLH0	Caenorhabditis elegans	Metazoa	18562		-	0	False
Q8NCN4	Homo sapiens	Metazoa	708		-	1	False
Q06697	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393		-	2	False
P24482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689		-	3	False
P53153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274		-	4	True
P53067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1004		-	0	False
Q10148	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254		-	1	False
P51530	Homo sapiens	Metazoa	1060		-	2	False
Q9FKB5	Arabidopsis thaliana	Viridiplantae	222		-	3	False
Q86VP1	Homo sapiens	Metazoa	789		-	4	False
Q05CL8	Mus musculus	Metazoa	570		-	0	False
O49782	Arabidopsis thaliana	Viridiplantae	352		-	1	False
Q9H061	Homo sapiens	Metazoa	195		-	2	True
Q94CE4	Arabidopsis thaliana	Viridiplantae	280		-	3	False
Q86BP6	Drosophila melanogaster	Metazoa	1162		-	4	False
Q8BMB0	Mus musculus	Metazoa	1264		-	0	False
Q9VRV7	Drosophila melanogaster	Metazoa	121		-	1	False
P51556	Rattus norvegicus	Metazoa	727		-	2	False
Q9VBW9	Drosophila melanogaster	Metazoa	419		-	3	False
Q9LUJ3	Arabidopsis thaliana	Viridiplantae	163		-	4	False
O43586	Homo sapiens	Metazoa	416		-	0	False
Q8RWX4	Arabidopsis thaliana	Viridiplantae	611		-	1	False
Q99MY0	Mus musculus	Metazoa	378		-	2	False
Q9USU8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	551		-	3	False
P38198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1513		-	4	False
G5EC32	Caenorhabditis elegans	Metazoa	1005		-	0	False
Q5F2E7	Mus musculus	Metazoa	692		-	1	False
Q12199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		-	2	False
A2A884	Mus musculus	Metazoa	2348		-	3	False
P87176	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	269		-	4	False
P06746	Homo sapiens	Metazoa	335		-	0	False
Q7SCX7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	383		-	1	False
P09119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513		-	2	False
Q9FMZ0	Arabidopsis thaliana	Viridiplantae	337		-	3	False
Q9HGN5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279		-	4	False
O94617	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	475		-	0	False
P32335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436		-	1	False
Q60864	Mus musculus	Metazoa	543		-	2	False
Q6UWZ7	Homo sapiens	Metazoa	409		-	3	False
Q9WV69	Mus musculus	Metazoa	405		-	4	False
Q9M0Z3	Arabidopsis thaliana	Viridiplantae	776		-	0	False
P52593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1655		-	1	False
Q9H1U9	Homo sapiens	Metazoa	297		-	2	True
Q12768	Homo sapiens	Metazoa	1159		-	3	False
Q96AE7	Homo sapiens	Metazoa	1141		-	4	False
Q8RWV0	Arabidopsis thaliana	Viridiplantae	741		-	0	False
Q9M1E7	Arabidopsis thaliana	Viridiplantae	285		-	1	True
Q15811	Homo sapiens	Metazoa	1721		-	2	False
Q9LUJ5	Arabidopsis thaliana	Viridiplantae	293		-	3	False
Q8N1N2	Homo sapiens	Metazoa	210		-	4	False
Q09750	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1522		-	0	False
Q96BP2	Homo sapiens	Metazoa	118		-	1	False
Q8BH86	Mus musculus	Metazoa	617		-	2	False
P27707	Homo sapiens	Metazoa	260		-	3	False
Q8VDY4	Mus musculus	Metazoa	628		-	4	False
O43508	Homo sapiens	Metazoa	249		-	0	True
Q9SSA5	Arabidopsis thaliana	Viridiplantae	437		-	1	False
Q9VR19	Drosophila melanogaster	Metazoa	379		-	2	False
O15554	Homo sapiens	Metazoa	427		-	3	True
P97813	Mus musculus	Metazoa	933		-	4	False
O24164	Nicotiana tabacum	Viridiplantae	504		-	0	False
P32480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875		-	1	False
P12624	Bos taurus	Metazoa	333		-	2	False
P63007	Rattus norvegicus	Metazoa	406		-	3	False
Q96PM9	Homo sapiens	Metazoa	386		-	4	False
Q921N8	Mus musculus	Metazoa	327		-	0	False
Q6MG82	Rattus norvegicus	Metazoa	306		-	1	False
Q9NUU6	Homo sapiens	Metazoa	356		-	2	False
Q9BUV0	Homo sapiens	Metazoa	290		-	3	False
Q9UNS2	Homo sapiens	Metazoa	423		-	4	False
O14336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461		-	0	False
O14981	Homo sapiens	Metazoa	1849		-	1	False
Q9C103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735		-	2	False
P53331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553		-	3	False
Q39249	Arabidopsis thaliana	Viridiplantae	462		-	4	False
Q9SLB9	Arabidopsis thaliana	Viridiplantae	450		-	0	False
P50536	Drosophila melanogaster	Metazoa	512		-	1	False
Q9XIN0	Arabidopsis thaliana	Viridiplantae	650		-	2	False
Q55GF9	Dictyostelium discoideum	Other	1320		-	3	False
P41541	Bos taurus	Metazoa	961		-	4	False
P56192	Homo sapiens	Metazoa	900		-	0	False
Q8C0V1	Mus musculus	Metazoa	768		-	1	False
Q03954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	165		-	2	False
Q257B3	Trypanosoma brucei brucei	Other	345		-	3	False
A0A0P0WQ90	Oryza sativa subsp. japonica	Viridiplantae	416		-	4	False
Q5THR3	Homo sapiens	Metazoa	1501		-	0	False
Q9P802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		-	1	False
Q6A037	Mus musculus	Metazoa	893		-	2	False
Q04868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		-	3	False
Q6VVB1	Homo sapiens	Metazoa	395		-	4	False
Q20024	Caenorhabditis elegans	Metazoa	306		-	0	False
Q86MD3	Caenorhabditis elegans	Metazoa	509		-	1	False
Q8VY88	Arabidopsis thaliana	Viridiplantae	175		-	2	False
Q9Y3E1	Homo sapiens	Metazoa	203		-	3	False
Q500U8	Arabidopsis thaliana	Viridiplantae	326		-	4	False
P19955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		-	0	False
Q9FFF4	Arabidopsis thaliana	Viridiplantae	477		-	1	False
O14318	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		-	2	False
Q60700	Mus musculus	Metazoa	888		-	3	False
Q02085	Mus musculus	Metazoa	264		-	4	False
P42696	Homo sapiens	Metazoa	430		-	0	False
Q61069	Mus musculus	Metazoa	310		-	1	False
F4HQA1	Arabidopsis thaliana	Viridiplantae	589		-	2	False
Q8NG98	Homo sapiens	Metazoa	312		-	3	True
B5X582	Arabidopsis thaliana	Viridiplantae	709		-	4	False
Q9SV55	Arabidopsis thaliana	Viridiplantae	425		-	0	False
Q13049	Homo sapiens	Metazoa	653		-	1	False
A0A120KVR5	Trypanosoma brucei brucei	Other	1642		-	2	False
Q9M9F0	Arabidopsis thaliana	Viridiplantae	311		-	3	False
P28805	Spinacia oleracea	Viridiplantae	66		-	4	False
Q80Z37	Mus musculus	Metazoa	1033		-	0	False
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		-	1	True
Q94IN5	Euglena gracilis	Other	1803		-	2	False
Q59RL7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	853		-	3	False
Q8IWV1	Homo sapiens	Metazoa	398		-	4	True
Q8BIW9	Mus musculus	Metazoa	969		-	0	False
E9Q236	Mus musculus	Metazoa	1325		-	1	False
Q9VPY0	Drosophila melanogaster	Metazoa	587		-	2	False
P56602	Bos taurus	Metazoa	477		-	3	False
Q8K0U3	Mus musculus	Metazoa	198		-	4	True
P38790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		-	0	False
P33412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		-	1	False
Q07534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		-	2	True
Q8BG07	Mus musculus	Metazoa	503		-	3	False
O14230	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	347		-	4	False
Q24143	Drosophila melanogaster	Metazoa	723		-	0	False
G5EDE1	Caenorhabditis elegans	Metazoa	336		-	1	False
Q641G7	Xenopus laevis	Metazoa	168		-	2	False
Q6NVF4	Mus musculus	Metazoa	1074		-	3	False
P53083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459		-	4	False
P50896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841		-	0	False
P53077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		-	1	False
P20240	Drosophila melanogaster	Metazoa	424		-	2	False
Q8K299	Mus musculus	Metazoa	491		-	3	True
Q9BW72	Homo sapiens	Metazoa	106		-	4	True
O60165	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	428		-	0	False
Q80VY9	Mus musculus	Metazoa	698		-	1	False
Q01453	Homo sapiens	Metazoa	160		-	2	True
Q8BQP9	Mus musculus	Metazoa	257		-	3	False
P42846	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	591		-	4	False
G5EDW1	Caenorhabditis elegans	Metazoa	217		-	0	False
Q5VYK3	Homo sapiens	Metazoa	1845		-	1	False
Q6IQ49	Homo sapiens	Metazoa	451		-	2	False
Q04500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899		-	3	False
O14388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	136		-	4	False
P30943	Rhodomonas sp. (strain CS 24)	Other	104		-	0	False
O43193	Homo sapiens	Metazoa	412		-	1	True
Q9W4S7	Drosophila melanogaster	Metazoa	717		-	2	False
P48595	Homo sapiens	Metazoa	397		-	3	False
F4IMQ0	Arabidopsis thaliana	Viridiplantae	288		-	4	False
P34247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		-	0	False
Q9P1Z3	Homo sapiens	Metazoa	774		-	1	False
Q93034	Homo sapiens	Metazoa	780		-	2	False
Q08760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435		-	3	False
Q6VY05	Mus musculus	Metazoa	352		-	4	False
P54105	Homo sapiens	Metazoa	237		-	0	False
Q9LLC6	Chlamydomonas reinhardtii	Viridiplantae	198		-	1	False
P32908	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1225		-	2	False
Q6Y685	Mus musculus	Metazoa	774		-	3	False
Q9ERG0	Mus musculus	Metazoa	753		-	4	False
Q03435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203		-	0	False
P47171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648		-	1	False
Q52K88	Arabidopsis thaliana	Viridiplantae	202		-	2	False
P03872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		-	3	False
P30155	Nicotiana tabacum	Viridiplantae	179		-	4	False
Q9BQ83	Homo sapiens	Metazoa	275		-	0	False
Q02080	Homo sapiens	Metazoa	365		-	1	False
Q12056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156		-	2	False
Q15049	Homo sapiens	Metazoa	377		-	3	True
Q9P7W8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	780		-	4	False
Q8VZS3	Arabidopsis thaliana	Viridiplantae	354		-	0	False
P36956	Homo sapiens	Metazoa	1147		-	1	False
P97287	Mus musculus	Metazoa	331		-	2	False
P18289	Drosophila melanogaster	Metazoa	289		-	3	False
P61581	Homo sapiens	Metazoa	75		-	4	False
Q8WWL7	Homo sapiens	Metazoa	1395		-	0	False
Q86U28	Homo sapiens	Metazoa	154		-	1	False
Q9Y5Q8	Homo sapiens	Metazoa	519		-	2	False
Q94A68	Arabidopsis thaliana	Viridiplantae	377		-	3	False
Q9P7S9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		-	4	False
O22920	Arabidopsis thaliana	Viridiplantae	831		-	0	True
Q921E6	Mus musculus	Metazoa	441		-	1	False
Q5M729	Arabidopsis thaliana	Viridiplantae	539		-	2	False
O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473		-	3	False
P15873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258		-	4	False
Q70EL3	Homo sapiens	Metazoa	339		-	0	False
Q6UL01	Mus musculus	Metazoa	79		-	1	False
Q9NYG5	Homo sapiens	Metazoa	84		-	2	False
Q6RFZ7	Rattus norvegicus	Metazoa	1039		-	3	False
Q6ZPR5	Mus musculus	Metazoa	823		-	4	False
B4FUP5	Zea mays	Viridiplantae	253		-	0	False
P16603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691		-	1	True
Q9VWF2	Drosophila melanogaster	Metazoa	2006		-	2	False
Q9BU64	Homo sapiens	Metazoa	300		-	3	False
Q12341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	374		-	4	False
O95273	Homo sapiens	Metazoa	360		-	0	False
Q53GL7	Homo sapiens	Metazoa	1025		-	1	False
Q63430	Rattus norvegicus	Metazoa	154		-	2	False
B9DHG0	Arabidopsis thaliana	Viridiplantae	301		-	3	True
Q9N4M4	Caenorhabditis elegans	Metazoa	8545		-	4	False
Q5SY16	Homo sapiens	Metazoa	702		-	0	False
Q04213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	475		-	1	False
Q9JMB1	Mus musculus	Metazoa	375		-	2	False
P53207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		-	3	False
P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286		-	4	False
Q04867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317		-	0	False
Q557E7	Dictyostelium discoideum	Other	665		-	1	False
P36552	Mus musculus	Metazoa	443		-	2	False
Q15642	Homo sapiens	Metazoa	601		-	3	False
P54789	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707		-	4	False
P39990	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126		-	0	False
Q9BXS1	Homo sapiens	Metazoa	227		-	1	False
Q12020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392		-	2	False
Q90X64	Xenopus laevis	Metazoa	521		-	3	False
Q9QX75	Rattus norvegicus	Metazoa	687		-	4	True
Q94AL8	Arabidopsis thaliana	Viridiplantae	225		-	0	True
P47041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543		-	1	False
Q8VEE1	Mus musculus	Metazoa	365		-	2	False
Q96EZ8	Homo sapiens	Metazoa	462		-	3	False
Q94F00	Arabidopsis thaliana	Viridiplantae	371		-	4	False
Q9P0Z9	Homo sapiens	Metazoa	390		-	0	False
Q9NYX4	Homo sapiens	Metazoa	217		-	1	True
P38985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		-	2	False
Q4KLP8	Xenopus laevis	Metazoa	663		-	3	False
Q9CQG9	Mus musculus	Metazoa	134		-	4	True
Q8R010	Mus musculus	Metazoa	320		-	0	False
P23526	Homo sapiens	Metazoa	432		-	1	False
Q8RWH9	Arabidopsis thaliana	Viridiplantae	513		-	2	False
P82249	Spinacia oleracea	Viridiplantae	130		-	3	False
Q562E2	Mus musculus	Metazoa	927		-	4	False
F4JZC2	Arabidopsis thaliana	Viridiplantae	680		-	0	False
P34427	Caenorhabditis elegans	Metazoa	962		-	1	False
G5EDT1	Caenorhabditis elegans	Metazoa	961		-	2	False
Q9Y512	Homo sapiens	Metazoa	469		-	3	False
Q811H0	Mus musculus	Metazoa	420		-	4	False
Q91Z31	Mus musculus	Metazoa	531		-	0	False
Q9NZB2	Homo sapiens	Metazoa	1118		-	1	False
O95997	Homo sapiens	Metazoa	202		-	2	False
P04039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78		-	3	True
O94286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	178		-	4	False
A0PJY2	Homo sapiens	Metazoa	475		-	0	False
O04479	Arabidopsis thaliana	Viridiplantae	199		-	1	False
Q9S752	Arabidopsis thaliana	Viridiplantae	388		-	2	False
Q9C900	Arabidopsis thaliana	Viridiplantae	193		-	3	False
P36521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		-	4	False
Q8VZS0	Arabidopsis thaliana	Viridiplantae	321		-	0	True
Q9UBK9	Homo sapiens	Metazoa	157		-	1	False
Q9H6R4	Homo sapiens	Metazoa	1146		-	2	False
Q12530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201		-	3	True
U3H042	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264		-	4	False
P51587	Homo sapiens	Metazoa	3418		-	0	False
Q56Y52	Arabidopsis thaliana	Viridiplantae	467		-	1	False
P35735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		-	2	True
E9Q7G0	Mus musculus	Metazoa	2094		-	3	False
P36120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	742		-	4	False
P97411	Mus musculus	Metazoa	478		-	0	False
Q9XVS8	Caenorhabditis elegans	Metazoa	405		-	1	False
Q8IV76	Homo sapiens	Metazoa	773		-	2	False
P28776	Mus musculus	Metazoa	407		-	3	False
Q8I2S0	Plasmodium falciparum (isolate 3D7)	Other	384		-	4	False
Q9H813	Homo sapiens	Metazoa	350		-	0	True
P35192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		-	1	False
Q61818	Mus musculus	Metazoa	1889		-	2	False
Q9LU21	Arabidopsis thaliana	Viridiplantae	204		-	3	False
Q920G9	Mus musculus	Metazoa	524		-	4	False
Q6P4H8	Homo sapiens	Metazoa	233		-	0	True
Q9M2Z2	Arabidopsis thaliana	Viridiplantae	317		-	1	False
O14862	Homo sapiens	Metazoa	343		-	2	False
Q9SJZ6	Arabidopsis thaliana	Viridiplantae	219		-	3	False
G5EEH9	Caenorhabditis elegans	Metazoa	1678		-	4	False
Q12340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	786		-	0	False
P00560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		-	1	False
P19447	Homo sapiens	Metazoa	782		-	2	False
Q8L960	Arabidopsis thaliana	Viridiplantae	410		-	3	False
Q9UBY9	Homo sapiens	Metazoa	170		-	4	False
Q5T7W0	Homo sapiens	Metazoa	954		-	0	False
P53983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676		-	1	True
P56280	Mus musculus	Metazoa	116		-	2	False
Q9NPJ6	Homo sapiens	Metazoa	270		-	3	False
Q9LV85	Arabidopsis thaliana	Viridiplantae	564		-	4	False
O70597	Rattus norvegicus	Metazoa	246		-	0	False
Q9Z266	Mus musculus	Metazoa	136		-	1	False
O82230	Arabidopsis thaliana	Viridiplantae	182		-	2	False
Q9P0N9	Homo sapiens	Metazoa	293		-	3	False
P40368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713		-	4	False
Q7RYW7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396		-	0	False
P56288	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	458		-	1	False
Q03702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		-	2	False
Q53AQ4	Rattus norvegicus	Metazoa	245		-	3	True
Q9CR14	Mus musculus	Metazoa	375		-	4	False
P38937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262		-	0	False
Q9SZI2	Arabidopsis thaliana	Viridiplantae	372		-	1	False
P18074	Homo sapiens	Metazoa	760		-	2	False
Q5NCS9	Mus musculus	Metazoa	454		-	3	True
Q1K7P9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	140		-	4	False
Q07555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		-	0	False
P27469	Homo sapiens	Metazoa	103		-	1	False
Q90941	Gallus gallus	Metazoa	1633		-	2	False
Q62711	Rattus norvegicus	Metazoa	772		-	3	False
Q8BJW7	Mus musculus	Metazoa	570		-	4	False
E5FYH0	Ovis aries	Metazoa	1599		-	0	False
Q12066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484		-	1	False
Q9SRP6	Arabidopsis thaliana	Viridiplantae	194		-	2	False
Q9HBM1	Homo sapiens	Metazoa	224		-	3	False
Q8TB36	Homo sapiens	Metazoa	358		-	4	False
Q84VQ1	Arabidopsis thaliana	Viridiplantae	283		-	0	False
Q9C5G0	Arabidopsis thaliana	Viridiplantae	367		-	1	False
P40064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1391		-	2	False
Q7TNK1	Mus musculus	Metazoa	735		-	3	False
Q9C5H9	Arabidopsis thaliana	Viridiplantae	678		-	4	False
Q9VLP7	Drosophila melanogaster	Metazoa	397		-	0	False
Q63HN8	Homo sapiens	Metazoa	5207		-	1	False
P05066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565		-	2	False
P03920	Bos taurus	Metazoa	606		-	3	True
Q9USQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606		-	4	False
Q8BGD8	Mus musculus	Metazoa	79		-	0	False
Q8GSI0	Oryza sativa subsp. japonica	Viridiplantae	179		-	1	False
A0A5K1K8Y8	Plasmodium falciparum (isolate 3D7)	Other	372		-	2	False
Q8L493	Arabidopsis thaliana	Viridiplantae	373		-	3	False
P40099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		-	4	False
Q9LK34	Arabidopsis thaliana	Viridiplantae	483		-	0	False
Q5SXA9	Mus musculus	Metazoa	1104		-	1	False
Q93062	Homo sapiens	Metazoa	196		-	2	False
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981		-	3	False
Q9SYK4	Arabidopsis thaliana	Viridiplantae	1136		-	4	False
P28350	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1093		-	0	False
P35241	Homo sapiens	Metazoa	583		-	1	False
P50749	Homo sapiens	Metazoa	326		-	2	False
Q7TMA4	Mus musculus	Metazoa	361		-	3	True
Q9CX92	Mus musculus	Metazoa	205		-	4	True
Q9EPI8	Rattus norvegicus	Metazoa	374		-	0	False
Q29455	Bos taurus	Metazoa	198		-	1	False
O46411	Bos taurus	Metazoa	560		-	2	False
Q84LK0	Arabidopsis thaliana	Viridiplantae	1118		-	3	False
P14164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	731		-	4	False
P25573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		-	0	True
Q7TQJ8	Mus musculus	Metazoa	398		-	1	False
Q8LBM2	Arabidopsis thaliana	Viridiplantae	131		-	2	False
Q29RF7	Homo sapiens	Metazoa	1337		-	3	False
Q9SK50	Arabidopsis thaliana	Viridiplantae	539		-	4	False
O94516	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	364		-	0	False
O95751	Homo sapiens	Metazoa	146		-	1	False
Q86PD7	Drosophila melanogaster	Metazoa	354		-	2	False
Q9M8K7	Arabidopsis thaliana	Viridiplantae	167		-	3	False
Q9UUB5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	329		-	4	False
Q8IRH5	Drosophila melanogaster	Metazoa	733		-	0	False
Q6ZY51	Arabidopsis thaliana	Viridiplantae	1196		-	1	False
Q8GWE0	Arabidopsis thaliana	Viridiplantae	702		-	2	False
Q4PSU4	Arabidopsis thaliana	Viridiplantae	264		-	3	False
Q9SYD8	Arabidopsis thaliana	Viridiplantae	210		-	4	False
P82649	Bos taurus	Metazoa	359		-	0	False
Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340		-	1	False
